Xã/Phường,Quận/Huyện,Tỉnh/Thành phố,Chủ đầu tư,Tên dự án,Diện tích (m²),Mức giá (triệu/m²),Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Mặt tiền (m),Hướng nhà,Thông tin khác,Lịch sử giá,Khoảng giá
Phường Ngọc Khánh,Ba Đình,Hà Nội,Tập đoàn Vingroup,Vinhomes Metropolis - Liễu Giai,103.0,165.0485382080078,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Không có thông tin,Đông - Nam,Không có thông tin,"Giá T10/22: 100 tr/m²; Giá T11/22: 98 tr/m²; Giá T12/22: 113,1 tr/m²; Giá T1/23: 104,5 tr/m²; Giá T2/23: 110,3 tr/m²; Giá T3/23: 105,2 tr/m²; Giá T4/23: 103,8 tr/m²; Giá T5/23: 100 tr/m²; Giá T6/23: 108,2 tr/m²; Giá T7/23: 106,4 tr/m²; Giá T8/23: 110,6 tr/m²; Giá T9/23: 108,5 tr/m²; Giá T10/23: 121,8 tr/m²; Giá T11/23: 108,2 tr/m²; Giá T12/23: 114,7 tr/m²; Giá T1/24: 114,9 tr/m²; Giá T2/24: 108,3 tr/m²; Giá T3/24: 116,9 tr/m²; Giá T4/24: 140 tr/m²; Giá T5/24: 136,4 tr/m²; Giá T6/24: 150 tr/m²; Giá T7/24: 148 tr/m²; Giá T8/24: 154,5 tr/m²; Giá T9/24: 161,1 tr/m²; Giá T10/24: 159,1 tr/m²;  ","81,2 123,3; 67,3 128,1; 90,1 177,4; 79,4 142,9; 85,4 143,3; 82,4 131,4; 84,9 131; 85,4 130,5; 83,9 128,4; 85,4 139,5; 88 161,7; 82,5 130,9; 91,3 136,5; 88,4 134,4; 91,3 135,2; 90,5 135,2; 89,6 147; 100 147,5; 116,4 195,3; 105,9 233,9; 111,9 232,2; 118,8 224,5; 131,3 232,7; 134,8 240,4; 137 234,9"
Phường Phú La,Hà Đông,Hà Nội,Công ty CP Đầu tư Văn Phú - Invest,Văn Phú Victoria,120.0,48.33333206176758,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Không có thông tin,Không có thông tin,Không có thông tin,"Giá T10/22: 28,3 tr/m²; Giá T11/22: 28,1 tr/m²; Giá T12/22: 27,1 tr/m²; Giá T1/23: 27 tr/m²; Giá T2/23: 27 tr/m²; Giá T3/23: 26,8 tr/m²; Giá T4/23: 26,8 tr/m²; Giá T5/23: 26,9 tr/m²; Giá T6/23: 26,3 tr/m²; Giá T7/23: 27,3 tr/m²; Giá T8/23: 28,2 tr/m²; Giá T9/23: 28,2 tr/m²; Giá T10/23: 32,1 tr/m²; Giá T11/23: 31,3 tr/m²; Giá T12/23: 34,2 tr/m²; Giá T1/24: 32,3 tr/m²; Giá T2/24: 39,6 tr/m²; Giá T3/24: 37,1 tr/m²; Giá T4/24: 42,9 tr/m²; Giá T5/24: 41 tr/m²; Giá T6/24: 41,4 tr/m²; Giá T7/24: 44,4 tr/m²; Giá T8/24: 44,8 tr/m²; Giá T9/24: 47,3 tr/m²; Giá T10/24: 52 tr/m²;  ","24 31,1; 25 33,7; 23,7 33,3; 24,7 36,6; 24,7 32; 25 30,4; 24,8 32,2; 24,9 33,6; 23,9 29,9; 25 29,9; 25,4 34,4; 26,1 31; 29,2 35,4; 28,6 33,2; 29,4 39,3; 30,4 40; 32,9 43,3; 33,8 42,9; 38,4 44,8; 38,1 46,2; 38 46,2; 40,9 47,7; 41,6 51; 44,1 52,2; 47 57,5"
Xã Dương Xá,Gia Lâm,Hà Nội,Tập đoàn Vingroup,Vinhomes Ocean Park Gia Lâm,63.0,49.20634841918945,2.0,2.0,Hợp đồng mua bán,Cơ bản,Không có thông tin,Không có thông tin,Không có thông tin,"Giá T10/22: 31,6 tr/m²; Giá T11/22: 30,6 tr/m²; Giá T12/22: 29,8 tr/m²; Giá T1/23: 29,8 tr/m²; Giá T2/23: 29,7 tr/m²; Giá T3/23: 30,2 tr/m²; Giá T4/23: 30,7 tr/m²; Giá T5/23: 30,7 tr/m²; Giá T6/23: 30,7 tr/m²; Giá T7/23: 30,2 tr/m²; Giá T8/23: 30,6 tr/m²; Giá T9/23: 31,3 tr/m²; Giá T10/23: 31,9 tr/m²; Giá T11/23: 32,4 tr/m²; Giá T12/23: 32,4 tr/m²; Giá T1/24: 33,4 tr/m²; Giá T2/24: 33,8 tr/m²; Giá T3/24: 36,4 tr/m²; Giá T4/24: 39,4 tr/m²; Giá T5/24: 39,1 tr/m²; Giá T6/24: 40,3 tr/m²; Giá T7/24: 41,7 tr/m²; Giá T8/24: 45,4 tr/m²; Giá T9/24: 48 tr/m²; Giá T10/24: 50,7 tr/m²;  ","27,4 45; 27,2 41,4; 26,5 38,3; 25,4 42,5; 25,7 41,5; 26,1 40,4; 26 40,2; 25,8 39,3; 26,4 37,8; 26,1 37,6; 27 40; 26,7 42; 27,4 39; 28,1 40; 28,7 41,1; 29,3 42,5; 30 41,9; 31,7 46,6; 34,3 48,3; 35 46,3; 35,6 47,4; 37,5 50,5; 40,2 55,2; 41,9 59,7; 43,3 62,7"
Phường Kiến Hưng,Hà Đông,Hà Nội,Công ty CP Hóa Dầu Quân Đội,Mipec City View,55.0,51.818180084228516,2.0,1.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Không có thông tin,Tây - Bắc,Không có thông tin,"Giá T10/22: 31,1 tr/m²; Giá T11/22: 31,2 tr/m²; Giá T12/22: 32,2 tr/m²; Giá T1/23: 31 tr/m²; Giá T2/23: 31 tr/m²; Giá T3/23: 29,6 tr/m²; Giá T4/23: 30 tr/m²; Giá T5/23: 29,4 tr/m²; Giá T6/23: 30 tr/m²; Giá T7/23: 31,1 tr/m²; Giá T8/23: 31 tr/m²; Giá T9/23: 32,8 tr/m²; Giá T10/23: 33,7 tr/m²; Giá T11/23: 33,2 tr/m²; Giá T12/23: 35,7 tr/m²; Giá T1/24: 38,2 tr/m²; Giá T2/24: 39,3 tr/m²; Giá T3/24: 41,2 tr/m²; Giá T4/24: 43,3 tr/m²; Giá T5/24: 42,6 tr/m²; Giá T6/24: 42,2 tr/m²; Giá T7/24: 43,1 tr/m²; Giá T8/24: 45,8 tr/m²; Giá T9/24: 47,7 tr/m²; Giá T10/24: 56 tr/m²;  ","29,2 32,5; 26,7 34,1; 29,3 36,3; 29,4 33,7; 29 32,5; 27,3 33,9; 27,3 31,4; 27,6 32,4; 27,7 31,8; 29 32,3; 28,3 33,4; 28,4 35,1; 31,9 34,9; 31,7 34,3; 33,3 40,2; 33,5 38,7; 37,2 47,8; 38,8 43,6; 41,5 46,8; 39,2 46; 39,2 44,6; 39,4 46,3; 43,4 47,6; 42 50,4; 45,3 60,1"
Phường Trung Văn,Nam Từ Liêm,Hà Nội.,Công ty CP Đầu tư - Xây dựng Hà Nội,Khu đô thị Trung Văn - Hancic,144.0,201.38888549804688,6.0,4.0,Sổ đỏ/ Sổ hồng,Cơ bản,6.199999809265137,Bắc,Đường vào: 17 m; Số tầng: 4 tầng,"Giá Q3/22: 193 tr/m²; Giá Q3/22: 193 tr/m²; Giá Q4/22: 193,7 tr/m²; Giá Q4/22: 193,7 tr/m²; Giá Q4/22: 193,7 tr/m²; Giá Q1/23: 193,7 tr/m²; Giá Q1/23: 193,7 tr/m²; Giá Q1/23: 193,7 tr/m²; Giá Q2/23: 193,7 tr/m²; Giá Q2/23: 193,7 tr/m²; Giá Q2/23: 193,7 tr/m²; Giá Q3/23: 182,4 tr/m²; Giá Q3/23: 182,4 tr/m²; Giá Q3/23: 182,4 tr/m²; Giá Q4/23: 210,2 tr/m²; Giá Q4/23: 210,2 tr/m²; Giá Q4/23: 210,2 tr/m²; Giá Q1/24: 227,5 tr/m²; Giá Q1/24: 227,5 tr/m²; Giá Q1/24: 227,5 tr/m²; Giá Q2/24: 226,4 tr/m²; Giá Q2/24: 226,4 tr/m²; Giá Q2/24: 226,4 tr/m²; Giá Q3/24: 238 tr/m²; Giá Q3/24: 238 tr/m²;  ","133,3 345,2; 133,3 345,2; 165,7 260,8; 165,7 260,8; 165,7 260,8; 165,7 260,8; 165,7 260,8; 165,7 260,8; 165,7 260,8; 165,7 260,8; 165,7 260,8; 143,3 233,1; 143,3 233,1; 143,3 233,1; 156,7 244,1; 156,7 244,1; 156,7 244,1; 168 259,5; 168 259,5; 168 259,5; 188,6 302,1; 188,6 302,1; 188,6 302,1; 202,1 268,5; 202,1 268,5"
Phường Thanh Xuân Trung,Thanh Xuân,Hà Nội,Đang cập nhật,Thống Nhất Complex,122.0,73.77049255371094,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Không có thông tin,Không có thông tin,Không có thông tin,"Giá T10/22: 47,9 tr/m²; Giá T11/22: 45,9 tr/m²; Giá T12/22: 46,3 tr/m²; Giá T1/23: 45 tr/m²; Giá T2/23: 47,7 tr/m²; Giá T3/23: 46,7 tr/m²; Giá T4/23: 47,7 tr/m²; Giá T5/23: 49,3 tr/m²; Giá T6/23: 50,4 tr/m²; Giá T7/23: 48,8 tr/m²; Giá T8/23: 47,6 tr/m²; Giá T9/23: 50 tr/m²; Giá T10/23: 49,7 tr/m²; Giá T11/23: 49,8 tr/m²; Giá T12/23: 50,6 tr/m²; Giá T1/24: 53,4 tr/m²; Giá T2/24: 53,3 tr/m²; Giá T3/24: 56,8 tr/m²; Giá T4/24: 56,9 tr/m²; Giá T5/24: 60 tr/m²; Giá T6/24: 61 tr/m²; Giá T7/24: 64,3 tr/m²; Giá T8/24: 70 tr/m²; Giá T9/24: 69,9 tr/m²; Giá T10/24: 72,1 tr/m²;  ","44,5 52,8; 41,2 50,1; 41,5 50,4; 43,5 48,9; 43,3 51,1; 43,2 50; 42,1 53,7; 44,8 52,5; 47,5 52,6; 46,4 52; 45,6 52,4; 45,2 54,4; 47,4 52,6; 45,2 54; 47,3 55,1; 47,5 58,9; 47,5 56,7; 49,2 61,2; 50,6 62,2; 53,3 65,8; 54,1 69,3; 56,6 74,6; 61,5 77,5; 65,6 75,3; 64,5 81,6"
Phường Dương Nội,Hà Đông,Hà Nội,Công ty CP Xuất nhập khẩu tổng hợp Hà Nội - Geleximco,Khu đô thị Geleximco - Lê Trọng Tấn,100.0,198.5,5.0,5.0,Hợp đồng mua bán,Đầy đủ,5.0,Đông - Nam,Đường vào: 20 m; Số tầng: 5 tầng,"Giá T10/22: 101,2 tr/m²; Giá T11/22: 108,3 tr/m²; Giá T12/22: 107,5 tr/m²; Giá T1/23: 91,9 tr/m²; Giá T2/23: 100 tr/m²; Giá T3/23: 100 tr/m²; Giá T4/23: 102,5 tr/m²; Giá T5/23: 97,4 tr/m²; Giá T6/23: 98,7 tr/m²; Giá T7/23: 100 tr/m²; Giá T8/23: 108,2 tr/m²; Giá T9/23: 107,1 tr/m²; Giá T10/23: 109,2 tr/m²; Giá T11/23: 116,7 tr/m²; Giá T12/23: 125 tr/m²; Giá T1/24: 126,7 tr/m²; Giá T2/24: 132,5 tr/m²; Giá T3/24: 144,9 tr/m²; Giá T4/24: 151,4 tr/m²; Giá T5/24: 154,4 tr/m²; Giá T6/24: 165,3 tr/m²; Giá T7/24: 168,8 tr/m²; Giá T8/24: 176,3 tr/m²; Giá T9/24: 203,3 tr/m²; Giá T10/24: 203,8 tr/m²;  ","83,3 183,3; 75 174,7; 75 294,1; 73 139,1; 74,3 164,8; 78,7 156,2; 76,7 152,7; 67,5 136,3; 81,4 160,9; 82 176,3; 79,6 156,5; 82,4 152,8; 82,3 142,1; 83 156,1; 84,2 166,7; 98,1 173,2; 97,5 178,2; 104,2 214,4; 112,1 213,4; 117,1 220,2; 114,6 241,3; 120,8 220,7; 125 256,5; 134,2 322,7; 150 297,6"
Phường Tây Mỗ,Nam Từ Liêm,Hà Nội,Tập đoàn MIK Corporation,Imperia Smart City,63.9,54.7730827331543,2.0,2.0,Sổ đỏ/ Sổ hồng.,Đầy đủ.,Không có thông tin,Tây - Nam,Không có thông tin,"Giá T10/22: 48,2 tr/m²; Giá T11/22: 46,2 tr/m²; Giá T12/22: 45 tr/m²; Giá T1/23: 46,5 tr/m²; Giá T2/23: 48 tr/m²; Giá T3/23: 44,6 tr/m²; Giá T4/23: 43,6 tr/m²; Giá T5/23: 46,1 tr/m²; Giá T6/23: 44,6 tr/m²; Giá T7/23: 45,3 tr/m²; Giá T8/23: 45,3 tr/m²; Giá T9/23: 46,6 tr/m²; Giá T10/23: 47,5 tr/m²; Giá T11/23: 50,3 tr/m²; Giá T12/23: 51,8 tr/m²; Giá T1/24: 53,1 tr/m²; Giá T2/24: 55,1 tr/m²; Giá T3/24: 57 tr/m²; Giá T4/24: 58,2 tr/m²; Giá T5/24: 58,4 tr/m²; Giá T6/24: 60,4 tr/m²; Giá T7/24: 62,5 tr/m²; Giá T8/24: 63,8 tr/m²; Giá T9/24: 67,3 tr/m²; Giá T10/24: 68,2 tr/m²;  ","41 66,6; 40,9 60,1; 39,5 63,4; 41,4 56; 41,4 61,1; 40 59,7; 38,9 56,5; 40 55,1; 39,9 57,8; 39,8 62,5; 41,7 60,9; 41,6 59,6; 43,1 61,7; 44,5 67,6; 45 62,5; 46,4 66; 50,1 64,2; 51,1 66,7; 52,9 67,4; 50,1 69,4; 51,8 72,1; 52,7 69; 54,5 81,5; 55,9 83,6; 56,4 79,6"
Phường Trung Hòa,Cầu Giấy,Hà Nội,Tân Hoàng Minh Group,Vinhomes D'Capitale,77.0,88.31169128417969,2.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Không có thông tin,Không có thông tin,Không có thông tin,"Giá T10/22: 60,5 tr/m²; Giá T11/22: 60,4 tr/m²; Giá T12/22: 57,7 tr/m²; Giá T1/23: 59,9 tr/m²; Giá T2/23: 60 tr/m²; Giá T3/23: 61,4 tr/m²; Giá T4/23: 58,9 tr/m²; Giá T5/23: 60 tr/m²; Giá T6/23: 60,2 tr/m²; Giá T7/23: 60 tr/m²; Giá T8/23: 63,5 tr/m²; Giá T9/23: 61,8 tr/m²; Giá T10/23: 62,4 tr/m²; Giá T11/23: 63,2 tr/m²; Giá T12/23: 65,8 tr/m²; Giá T1/24: 66,3 tr/m²; Giá T2/24: 68,8 tr/m²; Giá T3/24: 73,6 tr/m²; Giá T4/24: 74,7 tr/m²; Giá T5/24: 77,6 tr/m²; Giá T6/24: 77,6 tr/m²; Giá T7/24: 78,6 tr/m²; Giá T8/24: 81,9 tr/m²; Giá T9/24: 85,2 tr/m²; Giá T10/24: 89,2 tr/m²;  ","47,2 76; 45,9 75,2; 46,1 72,6; 47,9 110; 49,2 73,4; 48,8 74; 49,6 68,9; 52,6 69,4; 52,9 69,6; 52,9 70; 53,4 111,6; 57,3 73,4; 54 74,7; 56,6 72,1; 54,4 113; 51,4 80,8; 59,6 80,8; 60,2 91,3; 61,8 95,6; 60 89,1; 60 91,9; 64,6 95; 65,8 95,1; 70,8 109,8; 72,4 103,4"
Phường Mỗ Lao,Hà Đông,Hà Nội,Công ty CP may Hồ Gươm - HOGARSCO,Hồ Gươm Plaza,141.0,49.29077911376953,3.0,2.0,Hợp đồng mua bán,Đầy đủ,Không có thông tin,Tây - Nam,Không có thông tin,"Giá T10/22: 39 tr/m²; Giá T11/22: 39 tr/m²; Giá T12/22: 32,4 tr/m²; Giá T1/23: 31,5 tr/m²; Giá T2/23: 35,5 tr/m²; Giá T3/23: 37,8 tr/m²; Giá T4/23: 33,7 tr/m²; Giá T5/23: 34,9 tr/m²; Giá T6/23: 36,7 tr/m²; Giá T7/23: 34,1 tr/m²; Giá T8/23: 35,3 tr/m²; Giá T9/23: 34 tr/m²; Giá T10/23: 35,5 tr/m²; Giá T11/23: 34,1 tr/m²; Giá T12/23: 34,8 tr/m²; Giá T1/24: 36,9 tr/m²; Giá T2/24: 34,6 tr/m²; Giá T3/24: 42,8 tr/m²; Giá T4/24: 40,1 tr/m²; Giá T5/24: 42 tr/m²; Giá T6/24: 42 tr/m²; Giá T7/24: 43 tr/m²; Giá T8/24: 44,3 tr/m²; Giá T9/24: 46 tr/m²; Giá T10/24: 50,8 tr/m²;  ","28,8 39; 30,8 41,2; 26,8 43,4; 26,2 37; 29,2 39,8; 30,7 40; 28,8 37,5; 31,1 38,1; 30 42,5; 29,8 39,2; 27,8 38,4; 28,3 37,5; 28,6 41; 28,7 38,4; 33,6 39,5; 34 42,3; 34 42,3; 35,5 47,5; 32,8 47; 33,9 49,1; 33 49,9; 37,3 50,5; 39 51,8; 40,7 51,8; 42,4 56,2"
Phường Đại Mỗ,Nam Từ Liêm,Hà Nội.,Công ty Cổ phần Tập đoàn FLC,FLC Garden City,52.3,56.40535354614258,2.0,1.0,Sổ đỏ/ Sổ hồng,- Nội thất cơ bản CĐT.,Không có thông tin,Không có thông tin,Không có thông tin,"Giá Q3/22: 28 tr/m²; Giá Q3/22: 28 tr/m²; Giá Q4/22: 31,8 tr/m²; Giá Q4/22: 31,8 tr/m²; Giá Q4/22: 31,8 tr/m²; Giá Q1/23: 31,6 tr/m²; Giá Q1/23: 31,6 tr/m²; Giá Q1/23: 31,6 tr/m²; Giá Q2/23: 31,4 tr/m²; Giá Q2/23: 31,4 tr/m²; Giá Q2/23: 31,4 tr/m²; Giá Q3/23: 33,1 tr/m²; Giá Q3/23: 33,1 tr/m²; Giá Q3/23: 33,1 tr/m²; Giá Q4/23: 34,7 tr/m²; Giá Q4/23: 34,7 tr/m²; Giá Q4/23: 34,7 tr/m²; Giá Q1/24: 41,1 tr/m²; Giá Q1/24: 41,1 tr/m²; Giá Q1/24: 41,1 tr/m²; Giá Q2/24: 45,6 tr/m²; Giá Q2/24: 45,6 tr/m²; Giá Q2/24: 45,6 tr/m²; Giá Q3/24: 48,6 tr/m²; Giá Q3/24: 48,6 tr/m²;  ","24,8 31,6; 24,8 31,6; 28,8 35,3; 28,8 35,3; 28,8 35,3; 25,1 35,7; 25,1 35,7; 25,1 35,7; 28,4 34,4; 28,4 34,4; 28,4 34,4; 27,4 36,4; 27,4 36,4; 27,4 36,4; 26 40,3; 26 40,3; 26 40,3; 32 50,1; 32 50,1; 32 50,1; 35,7 51; 35,7 51; 35,7 51; 43,8 55,4; 43,8 55,4"
Phường La Khê,Hà Đông,Hà Nội,Công ty CP tập đoàn Đầu tư Ba Đình (B.I.G),Chung cư cao cấp CT5 Văn Khê,166.0,36.987953186035156,3.0,3.0,Sổ đỏ/ Sổ hồng,Cơ bản,Không có thông tin,Đông - Nam,Không có thông tin,"Giá Q3/22: 22,8 tr/m²; Giá Q3/22: 22,8 tr/m²; Giá Q4/22: 23,7 tr/m²; Giá Q4/22: 23,7 tr/m²; Giá Q4/22: 23,7 tr/m²; Giá Q1/23: 24,2 tr/m²; Giá Q1/23: 24,2 tr/m²; Giá Q1/23: 24,2 tr/m²; Giá Q2/23: 22,8 tr/m²; Giá Q2/23: 22,8 tr/m²; Giá Q2/23: 22,8 tr/m²; Giá Q3/23: 22,8 tr/m²; Giá Q3/23: 22,8 tr/m²; Giá Q3/23: 22,8 tr/m²; Giá Q4/23: 30 tr/m²; Giá Q4/23: 30 tr/m²; Giá Q4/23: 30 tr/m²; Giá Q1/24: 31,8 tr/m²; Giá Q1/24: 31,8 tr/m²; Giá Q1/24: 31,8 tr/m²; Giá Q2/24: 36,8 tr/m²; Giá Q2/24: 36,8 tr/m²; Giá Q2/24: 36,8 tr/m²; Giá Q3/24: 39,7 tr/m²; Giá Q3/24: 39,7 tr/m²;  ","19,9 24,3; 19,9 24,3; 21,1 25; 21,1 25; 21,1 25; 20 26,7; 20 26,7; 20 26,7; 20,5 26,2; 20,5 26,2; 20,5 26,2; 21,3 27,6; 21,3 27,6; 21,3 27,6; 22 36; 22 36; 22 36; 28 37,9; 28 37,9; 28 37,9; 30 40,4; 30 40,4; 30 40,4; 29,5 43,2; 29,5 43,2"
Phường Văn Quán,Hà Đông,Hà Nội,Đang cập nhật,Grand Sunlake,112.6,59.058616638183594,3.0,2.0,Hợp đồng mua bán,Đầy đủ,Không có thông tin,Tây - Bắc,Không có thông tin,"Giá T10/22: 37,3 tr/m²; Giá T11/22: 37 tr/m²; Giá T12/22: 37 tr/m²; Giá T1/23: 43,6 tr/m²; Giá T2/23: 43,5 tr/m²; Giá T3/23: 37 tr/m²; Giá T4/23: 36 tr/m²; Giá T5/23: 38 tr/m²; Giá T6/23: 38,8 tr/m²; Giá T7/23: 40,5 tr/m²; Giá T8/23: 38,5 tr/m²; Giá T9/23: 37,9 tr/m²; Giá T10/23: 38 tr/m²; Giá T11/23: 43,8 tr/m²; Giá T12/23: 42 tr/m²; Giá T1/24: 45 tr/m²; Giá T2/24: 45,6 tr/m²; Giá T3/24: 42,9 tr/m²; Giá T4/24: 48 tr/m²; Giá T5/24: 46,1 tr/m²; Giá T6/24: 43,5 tr/m²; Giá T7/24: 43 tr/m²; Giá T8/24: 47,3 tr/m²; Giá T9/24: 47,2 tr/m²; Giá T10/24: 43,8 tr/m²;  ","36 45,9; 34,8 47; 35 42,9; 36 46,5; 35,9 47,8; 32,2 45,3; 31,6 46,2; 33,7 44,5; 33,5 49; 35,7 52; 36 47,8; 35,8 43; 36,5 44,8; 37,1 48,8; 37 51,8; 35,8 53,9; 38 53,5; 38 55,9; 38 56,8; 38 56,5; 37,1 56,2; 37 55; 37,5 57,6; 37,5 59,3; 37,9 60,5"
Phường Dương Nội,Hà Đông,Hà Nội,Công ty CP Tập đoàn Nam Cường Hà Nội,An Quý Villa - KĐT Dương Nội,180.0,227.77777099609375,6.0,4.0,Sổ đỏ/ Sổ hồng,Không nội thất,Không có thông tin,Không có thông tin,Số tầng: 4 tầng,"Giá Q3/22: 153 tr/m²; Giá Q3/22: 153 tr/m²; Giá Q4/22: 135 tr/m²; Giá Q4/22: 135 tr/m²; Giá Q4/22: 135 tr/m²; Giá Q1/23: 135 tr/m²; Giá Q1/23: 135 tr/m²; Giá Q1/23: 135 tr/m²; Giá Q2/23: 135 tr/m²; Giá Q2/23: 135 tr/m²; Giá Q2/23: 135 tr/m²; Giá Q3/23: 119,8 tr/m²; Giá Q3/23: 119,8 tr/m²; Giá Q3/23: 119,8 tr/m²; Giá Q4/23: 161,3 tr/m²; Giá Q4/23: 161,3 tr/m²; Giá Q4/23: 161,3 tr/m²; Giá Q1/24: 163,1 tr/m²; Giá Q1/24: 163,1 tr/m²; Giá Q1/24: 163,1 tr/m²; Giá Q2/24: 182,5 tr/m²; Giá Q2/24: 182,5 tr/m²; Giá Q2/24: 182,5 tr/m²; Giá Q3/24: 200 tr/m²; Giá Q3/24: 200 tr/m²;  ","129 168,4; 129 168,4; 116,1 163,5; 116,1 163,5; 116,1 163,5; 116,1 163,5; 116,1 163,5; 116,1 163,5; 116,1 163,5; 116,1 163,5; 116,1 163,5; 96,9 202,6; 96,9 202,6; 96,9 202,6; 121,5 225,7; 121,5 225,7; 121,5 225,7; 135,3 247,8; 135,3 247,8; 135,3 247,8; 152,7 250; 152,7 250; 152,7 250; 161,3 288,8; 161,3 288,8"
Phường Dương Nội,Hà Đông,Hà Nội,Công ty CP Đầu tư và Xây dựng Xuân Mai,Xuân Mai Sparks Tower,55.0,49.09090805053711,2.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Không có thông tin,Đông - Nam,Không có thông tin,"Giá Q3/22: 23,8 tr/m²; Giá Q3/22: 23,8 tr/m²; Giá Q4/22: 25,4 tr/m²; Giá Q4/22: 25,4 tr/m²; Giá Q4/22: 25,4 tr/m²; Giá Q1/23: 25,4 tr/m²; Giá Q1/23: 25,4 tr/m²; Giá Q1/23: 25,4 tr/m²; Giá Q2/23: 26,1 tr/m²; Giá Q2/23: 26,1 tr/m²; Giá Q2/23: 26,1 tr/m²; Giá Q3/23: 26,9 tr/m²; Giá Q3/23: 26,9 tr/m²; Giá Q3/23: 26,9 tr/m²; Giá Q4/23: 30,3 tr/m²; Giá Q4/23: 30,3 tr/m²; Giá Q4/23: 30,3 tr/m²; Giá Q1/24: 35,6 tr/m²; Giá Q1/24: 35,6 tr/m²; Giá Q1/24: 35,6 tr/m²; Giá Q2/24: 39,7 tr/m²; Giá Q2/24: 39,7 tr/m²; Giá Q2/24: 39,7 tr/m²; Giá Q3/24: 42,1 tr/m²; Giá Q3/24: 42,1 tr/m²;  ","21,2 26,8; 21,2 26,8; 24 30,2; 24 30,2; 24 30,2; 23 30,5; 23 30,5; 23 30,5; 23 29,3; 23 29,3; 23 29,3; 24,7 30,6; 24,7 30,6; 24,7 30,6; 27,9 33,4; 27,9 33,4; 27,9 33,4; 29,5 41,9; 29,5 41,9; 29,5 41,9; 35,1 43,6; 35,1 43,6; 35,1 43,6; 35,8 48,7; 35,8 48,7"
Thị trấn Trâu Quỳ,Gia Lâm,Hà Nội,Tập đoàn Vingroup,The Zenpark,50.3,58.64811325073242,1.0,1.0,Sổ đỏ/ Sổ hồng,"Full thiết bị nội thất liền tường CĐT gồm: Tủ bếp, tủ quần áo, điều hoà âm trần, bếp từ, hút mùi, vách kính phòng tắm...",Không có thông tin,Đông - Bắc,Không có thông tin,"Giá T10/22: 40,7 tr/m²; Giá T11/22: 39,3 tr/m²; Giá T12/22: 40,8 tr/m²; Giá T1/23: 37,4 tr/m²; Giá T2/23: 40 tr/m²; Giá T3/23: 38,9 tr/m²; Giá T4/23: 38,4 tr/m²; Giá T5/23: 38,7 tr/m²; Giá T6/23: 39,2 tr/m²; Giá T7/23: 40,1 tr/m²; Giá T8/23: 40,3 tr/m²; Giá T9/23: 40,5 tr/m²; Giá T10/23: 41,6 tr/m²; Giá T11/23: 40,9 tr/m²; Giá T12/23: 41,6 tr/m²; Giá T1/24: 42,1 tr/m²; Giá T2/24: 42,1 tr/m²; Giá T3/24: 44,7 tr/m²; Giá T4/24: 47 tr/m²; Giá T5/24: 48,2 tr/m²; Giá T6/24: 50 tr/m²; Giá T7/24: 52,1 tr/m²; Giá T8/24: 56,1 tr/m²; Giá T9/24: 56,6 tr/m²; Giá T10/24: 60,5 tr/m²;  ","34,8 53,1; 34,6 47,9; 35,5 49,8; 33,3 44,2; 33,3 50,2; 34,3 46; 33,9 48; 34,1 45,3; 35,7 45,4; 36,6 43,2; 36,8 46,4; 36,7 46,3; 36,7 49,1; 36,9 48,1; 37,6 48,6; 38,2 50,6; 38,5 46,7; 40,4 51,6; 42,7 53,9; 43,5 54,3; 44,2 58,8; 45,5 60,1; 49,6 64,3; 49,9 64,3; 52,6 67,2"
