Xã/Phường,Quận/Huyện,Tỉnh/Thành phố,Chủ đầu tư,Tên dự án,Diện tích (m²),Mức giá (triệu/m²),Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Mặt tiền (m),Hướng nhà,Thông tin khác,Lịch sử giá,Khoảng giá
Phường Dịch Vọng,Cầu Giấy,Hà Nội,"Công ty CP Phát triển Đô thị Từ Liêm - LIDECO, JSC",Khu đô thị mới Dịch Vọng,92.0,60.869564056396484,2.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Không có thông tin,Không có thông tin,Không có thông tin,"Giá T10/22: 41 tr/m²; Giá T11/22: 41,3 tr/m²; Giá T12/22: 39,7 tr/m²; Giá T1/23: 39,6 tr/m²; Giá T2/23: 38,9 tr/m²; Giá T3/23: 39,5 tr/m²; Giá T4/23: 38,9 tr/m²; Giá T5/23: 39,5 tr/m²; Giá T6/23: 41 tr/m²; Giá T7/23: 40,5 tr/m²; Giá T8/23: 41,9 tr/m²; Giá T9/23: 43,5 tr/m²; Giá T10/23: 43,8 tr/m²; Giá T11/23: 45,1 tr/m²; Giá T12/23: 45,3 tr/m²; Giá T1/24: 44,9 tr/m²; Giá T2/24: 50 tr/m²; Giá T3/24: 52,1 tr/m²; Giá T4/24: 56 tr/m²; Giá T5/24: 53,5 tr/m²; Giá T6/24: 53,6 tr/m²; Giá T7/24: 55 tr/m²; Giá T8/24: 60,4 tr/m²; Giá T9/24: 63,6 tr/m²; Giá T10/24: 66,2 tr/m²;  ","38 46,2; 37 47,5; 37,6 51,1; 37 41,9; 36,7 43,8; 36,8 48,3; 35,8 47,2; 35,3 46,1; 35,8 46,7; 35,1 58,4; 36,4 51,5; 38,9 52,5; 39,3 55,7; 41,9 58; 41,1 52,3; 42,5 52,3; 41,8 60,6; 46,3 57,3; 48,2 60,1; 47,8 61,5; 46,1 63; 48,8 71,6; 52,2 69,2; 54,7 70,2; 56,5 72,3"
Phường Kiến Hưng,Hà Đông,Hà Nội,Công ty CP Đầu tư Phát triển Đô thị Kiến Hưng,Kiến Hưng Luxury,70.0,207.14285278320312,6.0,6.0,Sổ đỏ/ Sổ hồng,Không nội thất,5.0,Không có thông tin,Đường vào: 40 m; Số tầng: 5 tầng,"Giá T10/22: 162,4 tr/m²; Giá T11/22: 162,2 tr/m²; Giá T12/22: 146,3 tr/m²; Giá T1/23: 143,9 tr/m²; Giá T2/23: 146,9 tr/m²; Giá T3/23: 153,9 tr/m²; Giá T4/23: 149,2 tr/m²; Giá T5/23: 135,7 tr/m²; Giá T6/23: 146,3 tr/m²; Giá T7/23: 146,8 tr/m²; Giá T8/23: 183,7 tr/m²; Giá T9/23: 157,9 tr/m²; Giá T10/23: 150 tr/m²; Giá T11/23: 153,3 tr/m²; Giá T12/23: 250,3 tr/m²; Giá T1/24: 170,9 tr/m²; Giá T2/24: 178,8 tr/m²; Giá T3/24: 184,9 tr/m²; Giá T4/24: 216 tr/m²; Giá T5/24: 215,4 tr/m²; Giá T6/24: 223,5 tr/m²; Giá T7/24: 233,3 tr/m²; Giá T8/24: 236,5 tr/m²; Giá T9/24: 246,2 tr/m²; Giá T10/24: 252 tr/m²;  ","147,2 267,9; 142,4 268; 128,8 173,7; 126,8 272,2; 130 224,4; 130,7 261,5; 125,5 155,1; 116,4 197; 126,8 157,9; 141,1 220,4; 139,5 244; 138,1 248; 138,5 218,4; 143,2 219,2; 156,5 266,5; 146,4 207,3; 149,8 231,8; 158,3 252,5; 186,3 256,5; 188,3 261,3; 193,7 257,3; 192,9 256,4; 203,9 258,2; 216,3 270,9; 227,1 304,7"
Phường Tây Mỗ,Nam Từ Liêm,Hà Nội,Tập đoàn MIK Corporation,Imperia Smart City,63.9,60.250389099121094,2.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Không có thông tin,Tây - Bắc,Không có thông tin,"Giá T10/22: 48,2 tr/m²; Giá T11/22: 46,2 tr/m²; Giá T12/22: 45 tr/m²; Giá T1/23: 46,5 tr/m²; Giá T2/23: 48 tr/m²; Giá T3/23: 44,6 tr/m²; Giá T4/23: 43,6 tr/m²; Giá T5/23: 46,1 tr/m²; Giá T6/23: 44,6 tr/m²; Giá T7/23: 45,3 tr/m²; Giá T8/23: 45,3 tr/m²; Giá T9/23: 46,6 tr/m²; Giá T10/23: 47,5 tr/m²; Giá T11/23: 50,3 tr/m²; Giá T12/23: 51,8 tr/m²; Giá T1/24: 53,1 tr/m²; Giá T2/24: 55,1 tr/m²; Giá T3/24: 57 tr/m²; Giá T4/24: 58,2 tr/m²; Giá T5/24: 58,4 tr/m²; Giá T6/24: 60,4 tr/m²; Giá T7/24: 62,5 tr/m²; Giá T8/24: 63,8 tr/m²; Giá T9/24: 67,3 tr/m²; Giá T10/24: 68,2 tr/m²;  ","41 66,6; 40,9 60,1; 39,5 63,4; 41,4 56; 41,4 61,1; 40 59,7; 38,9 56,5; 40 55,1; 39,9 57,8; 39,8 62,5; 41,7 60,9; 41,6 59,6; 43,1 61,7; 44,5 67,6; 45 62,5; 46,4 66; 50,1 64,2; 51,1 66,7; 52,9 67,4; 50,1 69,4; 51,8 72,1; 52,7 69; 54,5 81,5; 55,9 83,6; 56,4 79,6"
Phường Thanh Xuân Trung,Thanh Xuân,Hà Nội,Đang cập nhật,Stellar Garden,151.0,58.21192169189453,3.0,3.0,Đang chờ sổ,Đầy đủ,Không có thông tin,Tây - Bắc,Không có thông tin,"Giá Q3/22: 46,8 tr/m²; Giá Q3/22: 46,8 tr/m²; Giá Q4/22: 50 tr/m²; Giá Q4/22: 50 tr/m²; Giá Q4/22: 50 tr/m²; Giá Q1/23: 48,5 tr/m²; Giá Q1/23: 48,5 tr/m²; Giá Q1/23: 48,5 tr/m²; Giá Q2/23: 47,3 tr/m²; Giá Q2/23: 47,3 tr/m²; Giá Q2/23: 47,3 tr/m²; Giá Q3/23: 48,9 tr/m²; Giá Q3/23: 48,9 tr/m²; Giá Q3/23: 48,9 tr/m²; Giá Q4/23: 49,2 tr/m²; Giá Q4/23: 49,2 tr/m²; Giá Q4/23: 49,2 tr/m²; Giá Q1/24: 52,7 tr/m²; Giá Q1/24: 52,7 tr/m²; Giá Q1/24: 52,7 tr/m²; Giá Q2/24: 55,3 tr/m²; Giá Q2/24: 55,3 tr/m²; Giá Q2/24: 55,3 tr/m²; Giá Q3/24: 60,1 tr/m²; Giá Q3/24: 60,1 tr/m²;  ","39,7 53,6; 39,7 53,6; 44,9 55,3; 44,9 55,3; 44,9 55,3; 43,3 53,6; 43,3 53,6; 43,3 53,6; 42,5 52; 42,5 52; 42,5 52; 43,9 52,7; 43,9 52,7; 43,9 52,7; 44,2 54,5; 44,2 54,5; 44,2 54,5; 46,2 57,6; 46,2 57,6; 46,2 57,6; 49,1 68,8; 49,1 68,8; 49,1 68,8; 54 71,3; 54 71,3"
Phường Nhân Chính,Thanh Xuân,Hà Nội,Tổng Công ty Đầu tư và Phát triển nhà Hà Nội (HANDICO),Handi Resco Lê Văn Lương,100.0,77.0,3.0,2.0,Sổ đỏ chính chủ.,Tôi để lại hoàn toàn nội thất mới làm.,Không có thông tin,Không có thông tin,Không có thông tin,"Giá Q3/22: 46,4 tr/m²; Giá Q3/22: 46,4 tr/m²; Giá Q4/22: 49,7 tr/m²; Giá Q4/22: 49,7 tr/m²; Giá Q4/22: 49,7 tr/m²; Giá Q1/23: 46,9 tr/m²; Giá Q1/23: 46,9 tr/m²; Giá Q1/23: 46,9 tr/m²; Giá Q2/23: 49 tr/m²; Giá Q2/23: 49 tr/m²; Giá Q2/23: 49 tr/m²; Giá Q3/23: 50,4 tr/m²; Giá Q3/23: 50,4 tr/m²; Giá Q3/23: 50,4 tr/m²; Giá Q4/23: 53,5 tr/m²; Giá Q4/23: 53,5 tr/m²; Giá Q4/23: 53,5 tr/m²; Giá Q1/24: 58 tr/m²; Giá Q1/24: 58 tr/m²; Giá Q1/24: 58 tr/m²; Giá Q2/24: 64,2 tr/m²; Giá Q2/24: 64,2 tr/m²; Giá Q2/24: 64,2 tr/m²; Giá Q3/24: 71,3 tr/m²; Giá Q3/24: 71,3 tr/m²;  ","37 52,9; 37 52,9; 42,8 52,4; 42,8 52,4; 42,8 52,4; 40,7 49,7; 40,7 49,7; 40,7 49,7; 45,7 51,9; 45,7 51,9; 45,7 51,9; 46,4 55,3; 46,4 55,3; 46,4 55,3; 49,3 60,3; 49,3 60,3; 49,3 60,3; 53 64,4; 53 64,4; 53 64,4; 58,1 73,4; 58,1 73,4; 58,1 73,4; 62 79,7; 62 79,7"
Phường Mai Dịch,Cầu Giấy,Hà Nội,Công ty CP Đầu tư Bất động sản Toàn Cầu (GP Invest),Chung cư The Nine,77.5,86.45161437988281,2.0,1.0,Sổ đỏ/ Sổ hồng,Nội thất mới.,Không có thông tin,Đông,Không có thông tin,"Giá T10/22: 54,8 tr/m²; Giá T11/22: 56 tr/m²; Giá T12/22: 56 tr/m²; Giá T1/23: 56,4 tr/m²; Giá T2/23: 56,3 tr/m²; Giá T3/23: 65,4 tr/m²; Giá T4/23: 64,1 tr/m²; Giá T5/23: 62,9 tr/m²; Giá T6/23: 64,9 tr/m²; Giá T7/23: 64,1 tr/m²; Giá T8/23: 62,2 tr/m²; Giá T9/23: 64,1 tr/m²; Giá T10/23: 63,4 tr/m²; Giá T11/23: 62,8 tr/m²; Giá T12/23: 63,7 tr/m²; Giá T1/24: 65 tr/m²; Giá T2/24: 66,8 tr/m²; Giá T3/24: 73,9 tr/m²; Giá T4/24: 76 tr/m²; Giá T5/24: 74,6 tr/m²; Giá T6/24: 75,8 tr/m²; Giá T7/24: 76,5 tr/m²; Giá T8/24: 82 tr/m²; Giá T9/24: 83,9 tr/m²; Giá T10/24: 85,9 tr/m²;  ","50 64,2; 50,8 64,7; 50,3 65,4; 54,4 57,1; 50,5 64,9; 54,3 68,5; 58 67,4; 61 69,7; 59,2 68,7; 57 67,6; 57,1 70,2; 59,2 68,8; 58,9 70,7; 58,1 69; 56,9 70,2; 58,6 77,4; 59 76,1; 63 85,9; 67,8 87,8; 66 86,4; 67,7 87,8; 67,8 87,3; 70,6 88,7; 72,8 91,6; 76,1 100,1"
Phường Hoàng Liệt,Hoàng Mai,Hà Nội,Công ty CP Tập đoàn Hưng Thịnh,Hà Nội Melody Residences,129.0,65.0,3.0,2.0,Hợp đồng mua bán,Đầy đủ,Không có thông tin,Không có thông tin,Không có thông tin,"Giá T10/22: 33,3 tr/m²; Giá T11/22: 31,3 tr/m²; Giá T12/22: 30 tr/m²; Giá T1/23: 30 tr/m²; Giá T2/23: 29,4 tr/m²; Giá T3/23: 28 tr/m²; Giá T4/23: 32 tr/m²; Giá T5/23: 30,9 tr/m²; Giá T6/23: 31,6 tr/m²; Giá T7/23: 30,3 tr/m²; Giá T8/23: 29,6 tr/m²; Giá T9/23: 29,9 tr/m²; Giá T10/23: 30 tr/m²; Giá T11/23: 30,8 tr/m²; Giá T12/23: 33,4 tr/m²; Giá T1/24: 31 tr/m²; Giá T2/24: 34,1 tr/m²; Giá T3/24: 35 tr/m²; Giá T4/24: 40 tr/m²; Giá T5/24: 43,9 tr/m²; Giá T6/24: 40 tr/m²; Giá T7/24: 43,9 tr/m²; Giá T8/24: 50,5 tr/m²; Giá T9/24: 54,9 tr/m²; Giá T10/24: 62 tr/m²;  ","30 45; 27 37,4; 28,1 42,9; 27 41,7; 25,7 40; 26,1 31,7; 26,5 43,8; 26,7 45; 27,8 41,2; 28,2 44,9; 26,8 41,4; 26,6 32,8; 28,1 37,7; 27,1 49,1; 28,8 37,7; 27,5 34,8; 29,4 41,8; 30,8 44,7; 32,7 45,9; 32,4 48,4; 34 47,2; 35,9 52,2; 39,7 60,3; 45 70; 48,5 70,6"
Phường Tây Mỗ,Nam Từ Liêm,Hà Nội.,Tập đoàn Vingroup,Vinhomes Smart City,64.0,60.9375,2.0,2.0,"Pháp lý đầy đủ, đảm bảo quyền lợi cho người sở hữu.",Không nội thất.,Không có thông tin,Không có thông tin,Không có thông tin,"Giá T10/22: 41,9 tr/m²; Giá T11/22: 41,7 tr/m²; Giá T12/22: 41,6 tr/m²; Giá T1/23: 42 tr/m²; Giá T2/23: 41,9 tr/m²; Giá T3/23: 41,7 tr/m²; Giá T4/23: 41,8 tr/m²; Giá T5/23: 40,9 tr/m²; Giá T6/23: 41,4 tr/m²; Giá T7/23: 42 tr/m²; Giá T8/23: 43,1 tr/m²; Giá T9/23: 43,7 tr/m²; Giá T10/23: 44,2 tr/m²; Giá T11/23: 45,7 tr/m²; Giá T12/23: 46,7 tr/m²; Giá T1/24: 47,6 tr/m²; Giá T2/24: 47,2 tr/m²; Giá T3/24: 51,2 tr/m²; Giá T4/24: 52,3 tr/m²; Giá T5/24: 53,5 tr/m²; Giá T6/24: 54,7 tr/m²; Giá T7/24: 55,9 tr/m²; Giá T8/24: 59,9 tr/m²; Giá T9/24: 62,8 tr/m²; Giá T10/24: 64,4 tr/m²;  ","36,6 48,5; 36,4 51,8; 35,7 50; 37 48,9; 36 53,2; 36,7 50,9; 37 52; 37 51,6; 36,5 53; 37,1 50,3; 38 51,5; 38,8 54,7; 40 54; 41,7 60,1; 41,8 56; 40,1 57,1; 40,5 55,7; 41,7 62,5; 44,6 63,6; 45,9 62,8; 48,4 61,6; 47,2 65,6; 51,7 70; 53,4 73,4; 58,3 75,9"
Phường Văn Quán,Hà Đông,Hà Nội,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị HUD,Khu đô thị mới Văn Quán,107.0,233.64486694335938,6.0,7.0,Sổ đỏ/ Sổ hồng,Đầy đủ,4.5,Không có thông tin,Đường vào: 14 m; Số tầng: 5 tầng,"Giá T10/22: 180,8 tr/m²; Giá T11/22: 183,8 tr/m²; Giá T12/22: 198,3 tr/m²; Giá T1/23: 169,3 tr/m²; Giá T2/23: 169,8 tr/m²; Giá T3/23: 170,8 tr/m²; Giá T4/23: 170,9 tr/m²; Giá T5/23: 168,2 tr/m²; Giá T6/23: 180,1 tr/m²; Giá T7/23: 191,8 tr/m²; Giá T8/23: 168,1 tr/m²; Giá T9/23: 179 tr/m²; Giá T10/23: 172,9 tr/m²; Giá T11/23: 175,3 tr/m²; Giá T12/23: 185,6 tr/m²; Giá T1/24: 185,9 tr/m²; Giá T2/24: 194,8 tr/m²; Giá T3/24: 206,3 tr/m²; Giá T4/24: 236,1 tr/m²; Giá T5/24: 234,8 tr/m²; Giá T6/24: 235,5 tr/m²; Giá T7/24: 244,5 tr/m²; Giá T8/24: 241,3 tr/m²; Giá T9/24: 227,2 tr/m²; Giá T10/24: 250 tr/m²;  ","144,2 269,9; 149,9 283,9; 153,8 298,7; 142,9 220,3; 135,1 261,6; 138,1 275,9; 131,3 240,1; 125,4 252,4; 124,4 232; 131,7 293,5; 125,3 251,4; 129,4 257; 117,9 255,9; 131,6 238,1; 117,7 269,4; 117 284,7; 142,9 288,5; 158,5 316,2; 180,2 321,6; 180,8 447,1; 177,9 396,3; 188,2 379,2; 192,8 359,9; 192,8 337,7; 200 347,3"
Xã Dương Xá,Gia Lâm,Hà Nội,Tập đoàn Vingroup,Vinhomes Ocean Park Gia Lâm,50.0,49.599998474121094,1.0,1.0,Sổ đỏ/ Sổ hồng,Đầy đủ.,Không có thông tin,Không có thông tin,Không có thông tin,"Giá T10/22: 31,6 tr/m²; Giá T11/22: 30,6 tr/m²; Giá T12/22: 29,8 tr/m²; Giá T1/23: 29,8 tr/m²; Giá T2/23: 29,7 tr/m²; Giá T3/23: 30,2 tr/m²; Giá T4/23: 30,7 tr/m²; Giá T5/23: 30,7 tr/m²; Giá T6/23: 30,7 tr/m²; Giá T7/23: 30,2 tr/m²; Giá T8/23: 30,6 tr/m²; Giá T9/23: 31,3 tr/m²; Giá T10/23: 31,9 tr/m²; Giá T11/23: 32,4 tr/m²; Giá T12/23: 32,4 tr/m²; Giá T1/24: 33,4 tr/m²; Giá T2/24: 33,8 tr/m²; Giá T3/24: 36,4 tr/m²; Giá T4/24: 39,4 tr/m²; Giá T5/24: 39,1 tr/m²; Giá T6/24: 40,3 tr/m²; Giá T7/24: 41,7 tr/m²; Giá T8/24: 45,4 tr/m²; Giá T9/24: 48 tr/m²; Giá T10/24: 50,7 tr/m²;  ","27,4 45; 27,2 41,4; 26,5 38,3; 25,4 42,5; 25,7 41,5; 26,1 40,4; 26 40,2; 25,8 39,3; 26,4 37,8; 26,1 37,6; 27 40; 26,7 42; 27,4 39; 28,1 40; 28,7 41,1; 29,3 42,5; 30 41,9; 31,7 46,6; 34,3 48,3; 35 46,3; 35,6 47,4; 37,5 50,5; 40,2 55,2; 41,9 59,7; 43,3 62,7"
Phường La Khê,Hà Đông,Hà Nội,Công ty CP Sông Đà Thăng Long,Khu đô thị Văn Khê,88.0,45.45454406738281,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Không có thông tin,Đông - Nam,Không có thông tin,"Giá T10/22: 22 tr/m²; Giá T11/22: 22 tr/m²; Giá T12/22: 22,3 tr/m²; Giá T1/23: 22,4 tr/m²; Giá T2/23: 21,9 tr/m²; Giá T3/23: 22,3 tr/m²; Giá T4/23: 22,5 tr/m²; Giá T5/23: 21,9 tr/m²; Giá T6/23: 23,5 tr/m²; Giá T7/23: 23,4 tr/m²; Giá T8/23: 24,4 tr/m²; Giá T9/23: 25,3 tr/m²; Giá T10/23: 24,3 tr/m²; Giá T11/23: 25,3 tr/m²; Giá T12/23: 27,2 tr/m²; Giá T1/24: 28,6 tr/m²; Giá T2/24: 30,4 tr/m²; Giá T3/24: 33,6 tr/m²; Giá T4/24: 35,7 tr/m²; Giá T5/24: 35 tr/m²; Giá T6/24: 35,1 tr/m²; Giá T7/24: 36,7 tr/m²; Giá T8/24: 39 tr/m²; Giá T9/24: 39,8 tr/m²; Giá T10/24: 39,9 tr/m²;  ","16,4 25,5; 17 25,3; 17 23,6; 20,8 24,2; 18,5 25,3; 18,1 26,3; 19 25,7; 19,1 26,2; 20,6 26,4; 21,1 28,5; 21,6 29,7; 21,1 30,1; 20,7 28,8; 20,6 33; 22,5 34,6; 25,8 33; 25,6 37; 29,3 40,5; 30,7 43,3; 30,4 42,1; 30,7 43,1; 32,5 44,9; 32,5 43,2; 33,7 45,9; 35,6 50,4"
Phường Tây Mỗ,Nam Từ Liêm,Hà Nội,Tập đoàn Vingroup,The Miami,62.5,52.79999923706055,2.0,2.0,Có sổ.,Full nội thất.,Không có thông tin,Không có thông tin,Không có thông tin,"Giá T10/22: 39 tr/m²; Giá T11/22: 40,1 tr/m²; Giá T12/22: 40,9 tr/m²; Giá T1/23: 38,8 tr/m²; Giá T2/23: 41,3 tr/m²; Giá T3/23: 41,4 tr/m²; Giá T4/23: 44,1 tr/m²; Giá T5/23: 43 tr/m²; Giá T6/23: 42 tr/m²; Giá T7/23: 42,8 tr/m²; Giá T8/23: 41,4 tr/m²; Giá T9/23: 42,4 tr/m²; Giá T10/23: 44,9 tr/m²; Giá T11/23: 47,1 tr/m²; Giá T12/23: 44,1 tr/m²; Giá T1/24: 50 tr/m²; Giá T2/24: 51,6 tr/m²; Giá T3/24: 53,3 tr/m²; Giá T4/24: 53,3 tr/m²; Giá T5/24: 57,4 tr/m²; Giá T6/24: 57,7 tr/m²; Giá T7/24: 57 tr/m²; Giá T8/24: 60,8 tr/m²; Giá T9/24: 61,7 tr/m²; Giá T10/24: 63,6 tr/m²;  ","35,5 45,7; 38,2 45,8; 37,6 47,4; 38,2 41,9; 38,5 46,7; 37,5 47,3; 38,9 51,1; 38,9 48,3; 37,3 48,2; 37,7 45,9; 37,9 45,9; 37,1 48,5; 40,7 49,2; 42,7 58,2; 41,1 54,4; 43,4 57,8; 46,9 62,9; 44,3 62; 45,2 59,2; 49,1 67,5; 49,8 65,4; 48,9 65,2; 52,1 67,9; 53 71,5; 54,8 72,7"
Xã Dương Xá,Gia Lâm,Hà Nội,Tập đoàn Vingroup,Vinhomes Ocean Park Gia Lâm,50.0,49.599998474121094,1.0,1.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Không có thông tin,Không có thông tin,Không có thông tin,"Giá T10/22: 31,6 tr/m²; Giá T11/22: 30,6 tr/m²; Giá T12/22: 29,8 tr/m²; Giá T1/23: 29,8 tr/m²; Giá T2/23: 29,7 tr/m²; Giá T3/23: 30,2 tr/m²; Giá T4/23: 30,7 tr/m²; Giá T5/23: 30,7 tr/m²; Giá T6/23: 30,7 tr/m²; Giá T7/23: 30,2 tr/m²; Giá T8/23: 30,6 tr/m²; Giá T9/23: 31,3 tr/m²; Giá T10/23: 31,9 tr/m²; Giá T11/23: 32,4 tr/m²; Giá T12/23: 32,4 tr/m²; Giá T1/24: 33,4 tr/m²; Giá T2/24: 33,8 tr/m²; Giá T3/24: 36,4 tr/m²; Giá T4/24: 39,4 tr/m²; Giá T5/24: 39,1 tr/m²; Giá T6/24: 40,3 tr/m²; Giá T7/24: 41,7 tr/m²; Giá T8/24: 45,4 tr/m²; Giá T9/24: 48 tr/m²; Giá T10/24: 50,7 tr/m²;  ","27,4 45; 27,2 41,4; 26,5 38,3; 25,4 42,5; 25,7 41,5; 26,1 40,4; 26 40,2; 25,8 39,3; 26,4 37,8; 26,1 37,6; 27 40; 26,7 42; 27,4 39; 28,1 40; 28,7 41,1; 29,3 42,5; 30 41,9; 31,7 46,6; 34,3 48,3; 35 46,3; 35,6 47,4; 37,5 50,5; 40,2 55,2; 41,9 59,7; 43,3 62,7"
Phường Mỹ Đình 2,Nam Từ Liêm,Hà Nội,Công ty CP TID,Dolphin Plaza,152.0,52.6315803527832,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Không có thông tin,Không có thông tin,Không có thông tin,"Giá T10/22: 35,4 tr/m²; Giá T11/22: 35,3 tr/m²; Giá T12/22: 35 tr/m²; Giá T1/23: 34,7 tr/m²; Giá T2/23: 34,6 tr/m²; Giá T3/23: 35,8 tr/m²; Giá T4/23: 35,4 tr/m²; Giá T5/23: 34,3 tr/m²; Giá T6/23: 34,4 tr/m²; Giá T7/23: 33,8 tr/m²; Giá T8/23: 34 tr/m²; Giá T9/23: 34,8 tr/m²; Giá T10/23: 35,4 tr/m²; Giá T11/23: 35 tr/m²; Giá T12/23: 37,8 tr/m²; Giá T1/24: 37,9 tr/m²; Giá T2/24: 40 tr/m²; Giá T3/24: 44,9 tr/m²; Giá T4/24: 49,9 tr/m²; Giá T5/24: 47,3 tr/m²; Giá T6/24: 50 tr/m²; Giá T7/24: 50 tr/m²; Giá T8/24: 49,5 tr/m²; Giá T9/24: 51,9 tr/m²; Giá T10/24: 55 tr/m²;  ","30 40,2; 31,6 40,4; 30,6 38,2; 30 38,7; 31,4 37,8; 30,9 41,7; 31,7 37,9; 31,6 42,8; 32 41,7; 31,5 41,1; 30,8 42,9; 32 46,5; 32,7 44,4; 32,3 42,9; 32,5 44,5; 34,5 45,5; 35,5 50; 37,3 64,5; 37,8 57,4; 38,7 56,6; 42,6 57,1; 44,5 56,4; 43,2 56,8; 45,1 75,3; 45,1 76,5"
Phường Mai Dịch,Cầu Giấy,Hà Nội,Công ty CP Đầu tư Bất động sản Toàn Cầu (GP Invest),Chung cư The Nine,106.1,94.2507095336914,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Không có thông tin,Không có thông tin,Không có thông tin,"Giá T10/22: 54,8 tr/m²; Giá T11/22: 56 tr/m²; Giá T12/22: 56 tr/m²; Giá T1/23: 56,4 tr/m²; Giá T2/23: 56,3 tr/m²; Giá T3/23: 65,4 tr/m²; Giá T4/23: 64,1 tr/m²; Giá T5/23: 62,9 tr/m²; Giá T6/23: 64,9 tr/m²; Giá T7/23: 64,1 tr/m²; Giá T8/23: 62,2 tr/m²; Giá T9/23: 64,1 tr/m²; Giá T10/23: 63,4 tr/m²; Giá T11/23: 62,8 tr/m²; Giá T12/23: 63,7 tr/m²; Giá T1/24: 65 tr/m²; Giá T2/24: 66,8 tr/m²; Giá T3/24: 73,9 tr/m²; Giá T4/24: 76 tr/m²; Giá T5/24: 74,6 tr/m²; Giá T6/24: 75,8 tr/m²; Giá T7/24: 76,5 tr/m²; Giá T8/24: 82 tr/m²; Giá T9/24: 83,9 tr/m²; Giá T10/24: 85,9 tr/m²;  ","50 64,2; 50,8 64,7; 50,3 65,4; 54,4 57,1; 50,5 64,9; 54,3 68,5; 58 67,4; 61 69,7; 59,2 68,7; 57 67,6; 57,1 70,2; 59,2 68,8; 58,9 70,7; 58,1 69; 56,9 70,2; 58,6 77,4; 59 76,1; 63 85,9; 67,8 87,8; 66 86,4; 67,7 87,8; 67,8 87,3; 70,6 88,7; 72,8 91,6; 76,1 100,1"
Phường Mai Dịch,Cầu Giấy,Hà Nội,Công ty CP Đầu tư Bất động sản Toàn Cầu (GP Invest),Chung cư The Nine,99.6,86.34538269042969,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Không có thông tin,Không có thông tin,Không có thông tin,"Giá T10/22: 54,8 tr/m²; Giá T11/22: 56 tr/m²; Giá T12/22: 56 tr/m²; Giá T1/23: 56,4 tr/m²; Giá T2/23: 56,3 tr/m²; Giá T3/23: 65,4 tr/m²; Giá T4/23: 64,1 tr/m²; Giá T5/23: 62,9 tr/m²; Giá T6/23: 64,9 tr/m²; Giá T7/23: 64,1 tr/m²; Giá T8/23: 62,2 tr/m²; Giá T9/23: 64,1 tr/m²; Giá T10/23: 63,4 tr/m²; Giá T11/23: 62,8 tr/m²; Giá T12/23: 63,7 tr/m²; Giá T1/24: 65 tr/m²; Giá T2/24: 66,8 tr/m²; Giá T3/24: 73,9 tr/m²; Giá T4/24: 76 tr/m²; Giá T5/24: 74,6 tr/m²; Giá T6/24: 75,8 tr/m²; Giá T7/24: 76,5 tr/m²; Giá T8/24: 82 tr/m²; Giá T9/24: 83,9 tr/m²; Giá T10/24: 85,9 tr/m²;  ","50 64,2; 50,8 64,7; 50,3 65,4; 54,4 57,1; 50,5 64,9; 54,3 68,5; 58 67,4; 61 69,7; 59,2 68,7; 57 67,6; 57,1 70,2; 59,2 68,8; 58,9 70,7; 58,1 69; 56,9 70,2; 58,6 77,4; 59 76,1; 63 85,9; 67,8 87,8; 66 86,4; 67,7 87,8; 67,8 87,3; 70,6 88,7; 72,8 91,6; 76,1 100,1"
